category,item_code,item_name,selling_price_aed,yield_portions,yield_label,ingredient,qty_as_purchased,unit,source_text
Special Gravy,133,Prawns Masala,17.00,1,serving,Ginger-garlic paste,5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,133,Prawns Masala,17.00,1,serving,Oil,20,ml,100 ml Mother Gravy B (Kadai Base)
Special Gravy,133,Prawns Masala,17.00,1,serving,Coriander powder,2.25,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,133,Prawns Masala,17.00,1,serving,Turmeric,0.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,133,Prawns Masala,17.00,1,serving,Red chilli powder,1.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,133,Prawns Masala,17.00,1,serving,Garam masala,0.75,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,133,Prawns Masala,17.00,1,serving,Salt,1.375,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,133,Prawns Masala,17.00,1,serving,Capsicum,36.585,g,30 g Capsicum edible
Special Gravy,133,Prawns Masala,17.00,1,serving,"Coriander seed, crushed",2,g,
Special Gravy,133,Prawns Masala,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,134,Garlic Chicken,17.00,1,serving,"Chicken, boneless",120,g,
Special Gravy,134,Garlic Chicken,17.00,1,serving,Garlic,23.077,g,10 g Garlic edible; 80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Corn flour,13.2,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Egg,5,g,
Special Gravy,134,Garlic Chicken,17.00,1,serving,Ginger,4.706,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Green chilli,3,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Onion,28.235,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Capsicum,19.512,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Light soy sauce,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Red chilli sauce,12,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Tomato ketchup,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Vinegar,3,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,White sugar,2.4,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,134,Garlic Chicken,17.00,1,serving,Spring onion,14.286,g,10 g Spring onion edible
Special Gravy,134,Garlic Chicken,17.00,1,serving,Oil,20,ml,
Special Gravy,134,Garlic Chicken,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Mushroom,84.211,g,80 g Mushroom edible
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Green peas,50,g,
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Tomato,81.522,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Onion,23.529,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Cashew nuts,6.25,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Ginger-garlic paste,3.75,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Butter,17.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Kashmiri chilli powder,1.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Salt,1.375,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,White sugar,1.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,135,Mutter Mushroom,15.00,1,serving,"Cream, cooking",20,ml,
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Kasuri methi,1,g,
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Garam masala,1,g,
Special Gravy,135,Mutter Mushroom,15.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,136,Paneer Kadai,15.00,1,serving,Paneer,120,g,
Special Gravy,136,Paneer Kadai,15.00,1,serving,Onion,97.059,g,100 ml Mother Gravy B (Kadai Base); 20 g Onion edible
Special Gravy,136,Paneer Kadai,15.00,1,serving,Tomato,40.761,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Ginger-garlic paste,5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Oil,20,ml,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Coriander powder,2.25,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Turmeric,0.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Red chilli powder,1.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Garam masala,0.75,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Salt,1.375,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,136,Paneer Kadai,15.00,1,serving,Capsicum,36.585,g,30 g Capsicum edible
Special Gravy,136,Paneer Kadai,15.00,1,serving,"Coriander seed, crushed",2,g,
Special Gravy,136,Paneer Kadai,15.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,137,Palak Paneer,12.00,1,serving,Spinach,214.286,g,120 g Palak Base
Special Gravy,137,Palak Paneer,12.00,1,serving,Onion,21.176,g,120 g Palak Base
Special Gravy,137,Palak Paneer,12.00,1,serving,Garlic,6.154,g,120 g Palak Base
Special Gravy,137,Palak Paneer,12.00,1,serving,Green chilli,2.4,g,120 g Palak Base
Special Gravy,137,Palak Paneer,12.00,1,serving,Oil,6,ml,120 g Palak Base
Special Gravy,137,Palak Paneer,12.00,1,serving,Cumin seed,0.9,g,120 g Palak Base
Special Gravy,137,Palak Paneer,12.00,1,serving,Salt,1.5,g,120 g Palak Base
Special Gravy,137,Palak Paneer,12.00,1,serving,Paneer,100,g,
Special Gravy,137,Palak Paneer,12.00,1,serving,"Cream, cooking",15,ml,
Special Gravy,137,Palak Paneer,12.00,1,serving,Butter,5,g,
Special Gravy,137,Palak Paneer,12.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,138,Mushroom Masala,10.00,1,serving,Mushroom,136.842,g,130 g Mushroom edible
Special Gravy,138,Mushroom Masala,10.00,1,serving,Onion,97.059,g,100 ml Mother Gravy B (Kadai Base); 20 g Onion edible
Special Gravy,138,Mushroom Masala,10.00,1,serving,Tomato,40.761,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Ginger-garlic paste,5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Oil,20,ml,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Coriander powder,2.25,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Turmeric,0.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Red chilli powder,1.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Garam masala,0.75,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Salt,1.375,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,138,Mushroom Masala,10.00,1,serving,Capsicum,36.585,g,30 g Capsicum edible
Special Gravy,138,Mushroom Masala,10.00,1,serving,"Coriander seed, crushed",2,g,
Special Gravy,138,Mushroom Masala,10.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,139,Chicken Kadai,16.00,1,serving,"Chicken, boneless",130,g,
Special Gravy,139,Chicken Kadai,16.00,1,serving,Onion,97.059,g,100 ml Mother Gravy B (Kadai Base); 20 g Onion edible
Special Gravy,139,Chicken Kadai,16.00,1,serving,Tomato,40.761,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Ginger-garlic paste,5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Oil,20,ml,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Coriander powder,2.25,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Turmeric,0.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Red chilli powder,1.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Garam masala,0.75,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Salt,1.375,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,139,Chicken Kadai,16.00,1,serving,Capsicum,36.585,g,30 g Capsicum edible
Special Gravy,139,Chicken Kadai,16.00,1,serving,"Coriander seed, crushed",2,g,
Special Gravy,139,Chicken Kadai,16.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Paneer,120,g,
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Tomato,81.522,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Onion,23.529,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Cashew nuts,6.25,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Ginger-garlic paste,3.75,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Butter,17.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Kashmiri chilli powder,1.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Salt,1.375,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,White sugar,1.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,"Cream, cooking",20,ml,
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Kasuri methi,1,g,
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Garam masala,1,g,
Special Gravy,140,Paneer Butter Masala,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,141,Prawns Chilli,17.00,1,serving,"Prawns, peeled",100,g,
Special Gravy,141,Prawns Chilli,17.00,1,serving,Corn flour,13.2,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Egg,5,g,
Special Gravy,141,Prawns Chilli,17.00,1,serving,Garlic,10.256,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Ginger,4.706,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Green chilli,3,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Onion,28.235,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Capsicum,19.512,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Light soy sauce,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Red chilli sauce,12,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Tomato ketchup,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Vinegar,3,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,White sugar,2.4,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,141,Prawns Chilli,17.00,1,serving,Spring onion,14.286,g,10 g Spring onion edible
Special Gravy,141,Prawns Chilli,17.00,1,serving,Oil,20,ml,
Special Gravy,141,Prawns Chilli,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,142,Chilli Paneer,17.00,1,serving,Paneer,120,g,
Special Gravy,142,Chilli Paneer,17.00,1,serving,Garlic,10.256,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Ginger,4.706,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Green chilli,3,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Onion,28.235,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Capsicum,19.512,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Light soy sauce,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Red chilli sauce,12,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Tomato ketchup,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Vinegar,3,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,White sugar,2.4,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Corn flour,13.2,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,142,Chilli Paneer,17.00,1,serving,Spring onion,14.286,g,10 g Spring onion edible
Special Gravy,142,Chilli Paneer,17.00,1,serving,Oil,20,ml,
Special Gravy,142,Chilli Paneer,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,143,Mutter Paneer,17.00,1,serving,Paneer,80,g,
Special Gravy,143,Mutter Paneer,17.00,1,serving,Green peas,50,g,
Special Gravy,143,Mutter Paneer,17.00,1,serving,Tomato,81.522,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,Onion,23.529,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,Cashew nuts,6.25,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,Ginger-garlic paste,3.75,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,Butter,17.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,Kashmiri chilli powder,1.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,Salt,1.375,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,White sugar,1.5,g,100 ml Mother Gravy A (Makhani Base)
Special Gravy,143,Mutter Paneer,17.00,1,serving,"Cream, cooking",20,ml,
Special Gravy,143,Mutter Paneer,17.00,1,serving,Kasuri methi,1,g,
Special Gravy,143,Mutter Paneer,17.00,1,serving,Garam masala,1,g,
Special Gravy,143,Mutter Paneer,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,144,Chicken Manchurian,17.00,1,serving,"Chicken, boneless",120,g,
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Garlic,16.667,g,5 g Garlic edible; 80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Corn flour,13.2,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Egg,5,g,
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Ginger,4.706,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Green chilli,3,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Onion,28.235,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Capsicum,19.512,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Light soy sauce,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Red chilli sauce,12,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Tomato ketchup,10,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Vinegar,3,ml,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,White sugar,2.4,g,80 ml Mother Gravy C (Indo-Chinese Chilli Base)
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Spring onion,14.286,g,10 g Spring onion edible
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Oil,20,ml,
Special Gravy,144,Chicken Manchurian,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,145,Gobi Masala,17.00,1,serving,Cauliflower,187.5,g,150 g Cauliflower edible
Special Gravy,145,Gobi Masala,17.00,1,serving,Onion,97.059,g,100 ml Mother Gravy B (Kadai Base); 20 g Onion edible
Special Gravy,145,Gobi Masala,17.00,1,serving,Tomato,40.761,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Ginger-garlic paste,5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Oil,20,ml,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Coriander powder,2.25,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Turmeric,0.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Red chilli powder,1.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Garam masala,0.75,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Salt,1.375,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,145,Gobi Masala,17.00,1,serving,Capsicum,36.585,g,30 g Capsicum edible
Special Gravy,145,Gobi Masala,17.00,1,serving,"Coriander seed, crushed",2,g,
Special Gravy,145,Gobi Masala,17.00,1,serving,Takeaway container + lid,1,ea,
Special Gravy,146,Pepper Chicken,17.00,1,serving,"Chicken, boneless",130,g,
Special Gravy,146,Pepper Chicken,17.00,1,serving,"Black pepper, crushed",6,g,
Special Gravy,146,Pepper Chicken,17.00,1,serving,Curry leaves,2,g,
Special Gravy,146,Pepper Chicken,17.00,1,serving,Onion,97.059,g,100 ml Mother Gravy B (Kadai Base); 20 g Onion edible
Special Gravy,146,Pepper Chicken,17.00,1,serving,Tomato,40.761,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Ginger-garlic paste,5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Oil,20,ml,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Coriander powder,2.25,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Turmeric,0.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Red chilli powder,1.5,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Garam masala,0.75,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Salt,1.375,g,100 ml Mother Gravy B (Kadai Base)
Special Gravy,146,Pepper Chicken,17.00,1,serving,Capsicum,36.585,g,30 g Capsicum edible
Special Gravy,146,Pepper Chicken,17.00,1,serving,"Coriander seed, crushed",2,g,
Special Gravy,146,Pepper Chicken,17.00,1,serving,Takeaway container + lid,1,ea,
